bucket,fuzz_level,executions,primary_executions,successful_executions,attempts,failed_attempts,duration_ms,approximate,campaigns,cumulative_executions,cumulative_attempts,cumulative_failed_attempts,runner_hours,cumulative_runner_hours,executions_per_hour
2026-05-27T08:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T08:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T09:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T09:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T09:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T09:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T10:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T10:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T10:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T10:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T11:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T11:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T11:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T11:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T12:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T12:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T12:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T12:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T13:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T13:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T13:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T13:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T14:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T14:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T14:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T14:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T15:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T15:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T15:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T15:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T16:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T16:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T16:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T16:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T17:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T17:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T17:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T17:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T18:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T18:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T18:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T18:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T19:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T19:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T19:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T19:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T20:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T20:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T20:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T20:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T21:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T21:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T21:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T21:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T22:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T22:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T22:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T22:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T23:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T23:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T23:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-27T23:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T00:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T00:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T00:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T00:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T01:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T01:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T01:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T01:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T02:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T02:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T02:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T02:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T03:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T03:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T03:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T03:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T04:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T04:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T04:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T04:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T05:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T05:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T05:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T05:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T06:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T06:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T06:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T06:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T07:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T07:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T07:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T07:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T08:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T08:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T08:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T08:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T09:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T09:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T09:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T09:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T10:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T10:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T10:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T10:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T11:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T11:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T11:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T11:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T12:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T12:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T12:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T12:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T13:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T13:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T13:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T13:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T14:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T14:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T14:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T14:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T15:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T15:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T15:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T15:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T16:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T16:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T16:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T16:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T17:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T17:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T17:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T17:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T18:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T18:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T18:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T18:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T19:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T19:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T19:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T19:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T20:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T20:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T20:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T20:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T21:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T21:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T21:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T21:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T22:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T22:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T22:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T22:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T23:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T23:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T23:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-28T23:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T00:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T00:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T00:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T00:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T01:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T01:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T01:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T01:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T02:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T02:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T02:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T02:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T03:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T03:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T03:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T03:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T04:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T04:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T04:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T04:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T05:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T05:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T05:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T05:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T06:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T06:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T06:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T06:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T07:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T07:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T07:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T07:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T08:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T08:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T08:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T08:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T09:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T09:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T09:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T09:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T10:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T10:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T10:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T10:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T11:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T11:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T11:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T11:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T12:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T12:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T12:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T12:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T13:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T13:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T13:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T13:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T14:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T14:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T14:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T14:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T15:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T15:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T15:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T15:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T16:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T16:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T16:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T16:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T17:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T17:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T17:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T17:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T18:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T18:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T18:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T18:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T19:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T19:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T19:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T19:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T20:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T20:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T20:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T20:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T21:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T21:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T21:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T21:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T22:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T22:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T22:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T22:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T23:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T23:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T23:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-29T23:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T00:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T00:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T00:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T00:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T01:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T01:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T01:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T01:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T02:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T02:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T02:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T02:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T03:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T03:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T03:30:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T03:45:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T04:00:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
2026-05-30T04:15:00Z,backend-api,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0
